"Старый Бор";83602;"Удмуртия респ.";48;;0
Собино;83335;"Удмуртия респ.";48;;-1
"Амурский ГПЗ";62382;"Амурская обл.";56;" Свободненский район";-1;Asia/Yakutsk
Пустынь;78735;"Нижегородская обл.";67;" Арзамасский р-н";0
Картышово;83625;"Калужская обл.";33;" Мещовский р-н";0
Грачи;83626;"Астраханская обл.";34;" Енотаевский р-н";0
"Слобода – Выходцево";83633;"Ульяновская обл.";70;" Мелекесский р-н";0
Маркелово;83632;"Удмуртия респ.";48;" Сюмсинский р-н";0
Васькино;83629;"Удмуртия респ.";48;" Сюмсинский р-н";0
Старково;83672;"Московская обл.";9;" Раменский р-н";0
Бухарово;83670;"Ивановская обл.";8;;0
"Толстая Дуброва";83712;"Алтайский край";2;" Алейский р-н";0
Шаталовка;83713;"Алтайский край";2;" Родинский р-н";0
"Беловолжка Татарская";83363;"Татарстан респ.";39;" Буинский р-н";-1;Asia/Aqtobe
Бик-Утеево;83364;"Татарстан респ.";39;" Буинский р-н";-1
"Бурундуки жд станция";82950;"Татарстан респ.";39;" Дрожжановский р-н";-1;Europe/Moscow
Козловка;83370;"Татарстан респ.";39;" Буинский р-н";-1
Козловка;83370;"Татарстан респ.";39;" Буинский р-н";-1
"Красное Поле";83372;"Татарстан респ.";39;" Буинский р-н";-1
Кыр-Тавгильдино;83374;"Татарстан респ.";39;" Буинский р-н";-1;Asia/Aqtobe
"Никольские Сороки";83385;"Татарстан респ.";39;" Буинский р-н";-1
"Малые Шихирданы";83379;"Татарстан респ.";39;" Буинский р-н";-1
Бикмуразово;83415;"Татарстан респ.";39;" Буинский р-н";-1
"Вольный Стан";83416;"Татарстан респ.";39;" Буинский р-н";-1
Ембулатово;83417;"Татарстан респ.";39;" Буинский р-н";-1
Ивашевка;83418;"Татарстан респ.";39;" Буинский р-н";-1
"Старые Мертли";83427;"Татарстан респ.";39;" Буинский р-н";-1;Asia/Atyrau
"Старые Лащи";83428;"Татарстан респ.";39;" Буинский р-н";-1;Asia/Aqtobe
Кайрево;83420;"Татарстан респ.";39;" Буинский р-н";-1;Asia/Aqtobe
Кошки-Шемякино;83421;"Татарстан респ.";39;" Буинский р-н";-1;Asia/Atyrau
"Чувашское Пимурзино";83405;"Татарстан респ.";39;" Буинский р-н";-1;Asia/Atyrau
"Чувашское Пимурзино";83405;"Татарстан респ.";39;" Буинский р-н";-1
Исаково;83419;"Татарстан респ.";39;" Буинский р-н";-1
Исаково;83419;"Татарстан респ.";39;" Буинский р-н";-1;Asia/Aqtobe
Тойгильды;83403;"Татарстан респ.";39;" Буинский р-н";-1;Asia/Aqtobe
Протопопово;83388;"Татарстан респ.";39;" Буинский р-н";-1
Протопопово;83388;"Татарстан респ.";39;" Буинский р-н";-1
"Степные Енали";83400;"Татарстан респ.";39;" Буинский р-н";-1
Тимбаево;83423;"Татарстан респ.";39;" Буинский р-н";-1
"Большое Устинское";78578;"Нижегородская обл.";67;" Шарангский р-н";-1
"Большие Белолуги";82708;"Нижегородская обл.";67;" г. Шахунья";-1
Гагаринское;82683;"Нижегородская обл.";67;" Тоншаевский р-н";-1
Нурлаты;83434;"Татарстан респ.";39;" Буинский р-н";-1
Гагаринское;82683;"Нижегородская обл.";67;" Тоншаевский р-н";-1;Europe/Moscow
Фадька;82690;"Нижегородская обл.";67;" г. Шахунья";-1
Сейма;14982;"Нижегородская обл.";67;;-1;Europe/Moscow
Инютино;79424;"Нижегородская обл.";67;" Богородск р-н";-1;Europe/Moscow
Зубанья;82709;"Нижегородская обл.";67;" г. Шахунья";-1
Дыхалиха;82712;"Нижегородская обл.";67;" г. Шахунья";-1;Europe/Moscow
Санталы;82707;"Нижегородская обл.";67;" г. Шахунья";-1
Санталы;82707;"Нижегородская обл.";67;" г. Шахунья";-1
Пушкино;76095;"Нижегородская обл.";67;" Первомайский р-н";-1
"Малая Тарка";80714;"Нижегородская обл.";67;" Павловский р-н";-1
Молявино;82358;"Нижегородская обл.";67;" Павловский р-н";-1
"Малая Тарка";80714;"Нижегородская обл.";67;" Павловский р-н";-1
"Малый Терсень";82681;"Нижегородская обл.";67;" Уренский р-н";-1
Кудашево;837210;"Тульская обл.";37;" Кимовский р-н";0
"Верхнеклязьминское лесничество";56829;"Московская обл.";9;" Солнечногорский р-";-1
Дрезна-2;57673;"Московская обл.";9;" Горбачихинский р-н";-1
Дрезна-2;57673;"Московская обл.";9;" Горбачихинский р-н";-1
Усть-Кулатка;837237;"Ульяновская обл.";70;" Старокулаткинский р-н";0
Исит;837232;"Саха респ. (Якутия)";10;" Хангаласский улус";0
Аим;837249;"Хабаровский край";14;" Аяно-Майский р-н";0
Биостанция;55903;"Московская обл.";9;" Одинцовский р-н";-1;Europe/Moscow
Жилгородок;837293;"Ленинградская обл.";26;" Ломоносовский р-н";0
"Старые Заводы";837323;"Ленинградская обл.";26;" Ломоносовский р-н";0
"Верхняя колония";837326;"Ленинградская обл.";26;" Ломоносовский р-н";0
Кикенка;837327;"Ленинградская обл.";26;;0
Новосергиево;837328;"Ленинградская обл.";26;;0
Макаровец;837329;"Ленинградская обл.";26;;0
Канчура;837353;"Башкортостан респ.";27;" Куюргазинский р-н";0
Семеновское;837330;"Чувашия респ.";64;" Порецкий р-н";0
Именьково;837360;"Татарстан респ.";39;" Лаишевский р-н";0
Киндяково;837367;"Красноярский край";13;" Берёзовский р-н";0
Старо-Паново;13108;Санкт-Петербург;82;;-1;Europe/Moscow
Торики;13408;Санкт-Петербург;82;" Красносельский р-н";-1;Europe/Moscow
Миролюбова;837436;"Тюменская обл.";52;;0;Asia/Yekaterinburg
Чернопенье;837437;"Костромская обл.";42;;0;Europe/Moscow
"Старое Аделяково";837438;"Самарская обл.";57;;0;Europe/Samara
"Новая Васильевка";837448;Москва;81;" Ставропольский район";0;Europe/Samara
Липовка;837452;"Смоленская обл.";65;" Рославльский район";0;Europe/Moscow
Менжинский;837447;"Самарская обл.";57;" Ставропольский район";0
Пески;837450;"Самарская обл.";57;" Ставропольский район";0
Галицы;837440;"Владимирская обл.";17;;0;Europe/Moscow
Михеевка;837472;Москва;81;;0;Asia/Yekaterinburg
Ленинск;837471;Москва;81;;0;Asia/Yekaterinburg
Новоандреевка;837474;Москва;81;;0
Краснокаменка;837489;"Челябинская обл.";3;" Уйский район";0;Asia/Yekaterinburg
Бригадировка;837483;Москва;81;" Мелекесский район";0;Europe/Ulyanovsk
Чубаровка;837487;"Пензенская обл.";69;" Колышлейский район";0
Илогосон;837513;"Забайкальский край";49;" Хилокский район";0
Хойто-Ага;837514;"Забайкальский край";49;" Агинский район";0
"Свободный Мир";837509;"Краснодарский край";7;" Мостовский район";0;Europe/Moscow
Чиндалей;837510;"Забайкальский край";49;" Дульдургинский район";0;Asia/Chita
"турбазы Приморская";54777;"Краснодарский край";7;" Туапсинский р-н";0
Славянский;837508;"Краснодарский край";7;" Мостовский район";0
"Прикубанский (Анастасиевское поселение)";54700;"Краснодарский край";7;;-1
Алга-Куюк;837537;"Татарстан респ.";39;" Арский район";0;Europe/Moscow
Абзябар;837536;"Татарстан респ.";39;" Арский район";0;Europe/Moscow
Талажанка;837535;"Красноярский край";13;" Казачинский район";0
Уян;837533;"Иркутская обл.";4;" Куйтунский район";0
Чаппанда;13977;"Саха респ. (Якутия)";10;;0;Asia/Yakutsk
Виноградный;15162;"Ростовская обл.";45;" Волгодонский р-он";0
Виноградный;15162;"Ростовская обл.";45;" Волгодонский р-он";0
"Верхние Верези";837550;"Татарстан респ.";39;" Арский район";0
"Верхняя Корса";837553;"Татарстан респ.";39;" Арский район";0
Утар-Аты;837573;"Татарстан респ.";39;" Арский район";0;Europe/Moscow
"Новое Еремкино";837575;"Самарская обл.";57;" Ставропольский район";0
Норма;837561;"Татарстан респ.";39;" Балтасинский район";0
Карадуван;837565;"Татарстан респ.";39;" Балтасинский район";0
Щекино;837590;"Вологодская обл.";51;" Вытегорский район";0;Europe/Moscow
Чиканас;837570;"Татарстан респ.";39;" Арский район";0
Учили;837572;"Татарстан респ.";39;" Арский район";0
"Старый Менгер";837558;"Татарстан респ.";39;" Атнинский район";0
Балтаси;837567;"Татарстан респ.";39;" Балтасинский район";0
Норма;837561;"Татарстан респ.";39;" Балтасинский район";0
Сарай-Чекурча;837613;"Татарстан респ.";39;" Арский район";0
"Новый Яваш";837614;"Татарстан респ.";39;" Арский район";0;Europe/Moscow
"Средние Верези";837610;"Татарстан респ.";39;" Арский район";0
Смак-Корса;837612;"Татарстан респ.";39;" Арский район";0
Урнашбаш;837600;"Татарстан респ.";39;" Арский район";0;Europe/Moscow
"Средние Верези";837610;"Татарстан респ.";39;" Арский район";0
"Старая Масра";837608;"Татарстан респ.";39;" Арский район";0
Ташкичу;837604;"Татарстан респ.";39;" Арский район";0
Кшкар;837618;"Татарстан респ.";39;" Арский район";0
"Старый Кишит";837596;"Татарстан респ.";39;;0;Europe/Moscow
Королево;81475;"Башкортостан респ.";27;" аскинский р-он";0;Asia/Yekaterinburg
Королёво;81475;"Башкортостан респ.";27;;0;Asia/Yekaterinburg
Каясула;45294;Ставропольский;19;Нефтекумский;2601800000800;0;Europe/Moscow
Новая;35254;Красноярский;13;"Таймырский Долгано-Ненецкий";2404800002100;0;Asia/Krasnoyarsk
Коминтерн;54484;Тамбовская;58;Мичуринский;6800800005900;0;Europe/Moscow
"Большая Елховка";2756;Мордовия;68;Лямбирский;1301600001700;-1;Europe/Moscow
Мстёра;43599;Владимирская;17;Вязниковский;3300300200000;-1;Europe/Moscow
Судниково;16548;Московская;9;Волоколамский;5000300019800;-1;Europe/Moscow
Пашуково;15153;Московская;9;Ногинский;5002100007800;-1;Europe/Moscow
Октябрьский;39509;Саратовская;47;Лысогорский;6402000002000;0;Europe/Saratov
"Дальнее Константиново";1006;Нижегородская;67;Дальнеконстантиновский;5202100000100;-1;Europe/Moscow
Вериговка;29843;Белгородская;16;Валуйский;3100400001600;-1;Europe/Moscow
Дуреевская;57709;Московская;9;Шатура;5000005107400;-1;Europe/Moscow
Майское;49956;Приморский;18;Ханкайский;2502000001000;0;Asia/Vladivostok
Раскаты;55406;Нижегородская;67;Воскресенский;5201700013400;0;Europe/Moscow
Клейменово;57987;Московская;9;Серпуховский;5003200008100;-1;Europe/Moscow
Рождествено;32761;Самарская;57;Волжский;6302800004000;0;Europe/Samara
Новохусаиново;48030;Башкортостан;27;Учалинский;0204600003800;0;Asia/Yekaterinburg
Старово;60455;Московская;9;Дмитровский;5000500038700;-1;Europe/Moscow
Новосокольники;2882;Псковская;30;Новосокольнический;6001200100000;0;Europe/Moscow
"Бедеева Поляна";56775;Башкортостан;27;Благовещенский;0201500003800;0;Asia/Yekaterinburg
Мартыновка;63161;Ростовская;45;Тарасовский;6103800003800;0;Europe/Moscow
Поперечное;55732;Бурятия;12;Еравнинский;0300500001000;0;Asia/Irkutsk
"Малая Горка";59406;Ростовская;45;Мартыновский;6102100002800;0;Europe/Moscow
Пчеловодный;31813;Ростовская;45;Аксайский;6100300004100;-1;Europe/Moscow
Палова;54981;Архангельская;66;Верхнетоемский;2900300017300;0;Europe/Moscow
"Лесные Поляны";42761;Кировская;44;Омутнинский;4302300002100;0;Europe/Kirov
"Новая Поляна";54551;Мордовия;68;Зубово-Полянский;1300900006300;0;Europe/Moscow
Троебортное;49536;Брянская;29;Севский;3202200007800;0;Europe/Moscow
Александровка;50054;Тамбовская;58;Знаменский;6800500000200;-1;Europe/Moscow
Хомяково;60923;Московская;9;Сергиево-Посадский;5003000500700;-1;Europe/Moscow
Вишневка;23950;Кемеровская;54;Беловский;4200200001300;-1;Asia/Novokuznetsk
Желтухинский;44089;Рязанская;41;Скопинский;6201900003400;-1;Europe/Moscow
Елбанка;62746;Алтайский;2;Усть-Пристанский;2205600000700;0;Asia/Barnaul
Юктали;35547;Амурская;56;Тындинский;2801900002500;0;Asia/Yakutsk
Борзой;34237;Чеченская;71;Шатойский;2001800000500;0;Europe/Moscow
Дровяная;31277;Забайкальский;49;Улётовский;7502400001300;0;Asia/Chita
"Новый Уренгой";12;Ямало-Ненецкий;6;"Новый Уренгой";8900000600000;-1;Asia/Yekaterinburg
Горбуновское;35508;Свердловская;24;Талицкий;6602800002700;-1;Asia/Yekaterinburg
Суук-Чишма;61502;Башкортостан;27;Кармаскалинский;0202900006100;0;Asia/Yekaterinburg
Пречистое;49513;Смоленская;65;Гагаринский;6700400016200;0;Europe/Moscow
Заната;63536;Дагестан;21;Шамильский;0504300001700;0;Europe/Moscow
Спасский;13924;Челябинская;3;Верхнеуральский;7402900003900;-1;Asia/Yekaterinburg
Березкино;55801;Московская;9;Руза;5000004501800;-1;Europe/Moscow
Сюрек;45917;Удмуртская;48;Сюмсинский;1802100006000;0;Europe/Samara
Славный;42439;Тульская;37;Арсеньевский;7100300010600;-1;Europe/Moscow
Тавда;1632;Свердловская;24;Тавда;6600004200000;-1;Asia/Yekaterinburg
Кошмановка;30190;Белгородская;16;Корочанский;3101000005200;-1;Europe/Moscow
Пушкарное;17105;Белгородская;16;Корочанский;3101000000700;-1;Europe/Moscow
Гордали-Юрт;36921;Чеченская;71;Гудермесский;2000500002100;0;Europe/Moscow
Ямны;47802;Тульская;37;Ленинский;7101600025300;-1;Europe/Moscow
Колодези;46124;Ростовская;45;Миллеровский;6102300005100;0;Europe/Moscow
Брусово-2;55013;Тверская;50;Удомельский;6903500025500;0;Europe/Moscow
Койриноя;77812;Карелия;73;Питкярантский;1001100001400;-1;Europe/Moscow
Мятлево;44355;Калужская;33;Износковский;4001000009300;-1;Europe/Moscow
Поповка;44063;Крым;90;Сакский;9101100008000;-1;Europe/Simferopol
Суоярви;2558;Карелия;73;Суоярвский;1001500100000;0;Europe/Moscow
Кутлово;58632;Московская;9;Можайский;5001800015600;-1;Europe/Moscow
Ворогово;44261;Красноярский;13;Туруханский;2403800000700;0;Asia/Krasnoyarsk
Рычково;62991;Курганская;28;Белозерский;4500300005700;-1;Asia/Yekaterinburg
Горьковский;1024;Волгоградская;40;Волгоград;3400000100800;0;Europe/Volgograd
Наровчатка;49963;Челябинская;3;Агаповский;7402500002400;-1;Asia/Yekaterinburg
Коварды;56899;Башкортостан;27;Гафурийский;0201900006500;0;Asia/Yekaterinburg
Трушники;52879;Пермский;22;Чернушинский;5902800001700;-1;Asia/Yekaterinburg
Ставотино;58153;Ярославская;35;Гаврилов-Ямский;7600500017000;0;Europe/Moscow
Верещагино;573;Пермский;22;Верещагинский;5900500100000;-1;Asia/Yekaterinburg
Новополтава;76431;Алтайский;2;Ключевский;2201900001100;0;Asia/Barnaul
Ельники;57369;Красноярский;13;Иланский;2401600000500;0;Asia/Krasnoyarsk
Калиновка;36095;Ростовская;45;Красносулинский;6101900009000;0;Europe/Moscow
"Дубки (гп Кубинка)";55981;Московская;9;Одинцовский;5002200005000;-1;Europe/Moscow
Язово;16255;Москва;81;Воскресенское;7700300001400;-1;Europe/Moscow
Рагули;32219;Ставропольский;19;Апанасенковский;2600400001100;0;Europe/Moscow
Пичаево;14319;Тамбовская;58;Пичаевский;6801600000100;-1;Europe/Moscow
Советский;51995;Новосибирская;23;Купинский;5401600002800;0;Asia/Novosibirsk
Галкино;47665;Воронежская;63;Рамонский;3602600001700;-1;Europe/Moscow
"Красный Пахарь";30223;Белгородская;16;Волоконовский;3100600003700;-1;Europe/Moscow
Щербаки;37979;Омская;15;Саргатский;5502500004200;0;Asia/Omsk
Подборовка;78651;Новгородская;31;Старорусский;5301700020800;0;Europe/Moscow
Киевское;34853;Краснодарский;7;Крымский;2301800003500;-1;Europe/Moscow
Золотухино;53385;Курская;62;Курчатовский;4601200005500;-1;Europe/Moscow
"Татарское Бурнашево";54642;Татарстан;39;Верхнеуслонский;1601600005700;0;Europe/Moscow
Козловка;44864;Воронежская;63;Терновский;3603100001300;0;Europe/Moscow
Дружное;39493;Крым;90;Симферопольский;9101200008700;-1;Europe/Simferopol
"Старые Бугады";56994;Татарстан;39;Актанышский;1600500004900;0;Europe/Moscow
Николаевское;42365;Забайкальский;49;Улётовский;7502400001700;0;Asia/Chita
"Малая Приваловка";46200;Воронежская;63;Верхнехавский;3600800002900;-1;Europe/Moscow
Чесноковка;52582;Оренбургская;5;Переволоцкий;5604000004500;0;Asia/Yekaterinburg
Андреевское;46475;Владимирская;17;Александровский;3300200000200;0;Europe/Moscow
Троицкое;45663;Кемеровская;54;Ижморский;4200400003700;-1;Asia/Novokuznetsk
Новолеушковская;24164;Краснодарский;7;Павловский;2302700001500;-1;Europe/Moscow
Таганьково;15885;Московская;9;Одинцовский;5002200019900;-1;Europe/Moscow
Овощное;62673;Крым;90;Джанкойский;9100300002700;0;Europe/Simferopol
Климитино;44441;Костромская;42;Красносельский;4400800007500;-1;Europe/Moscow
Красиково;58103;Московская;9;Волоколамский;5000300009700;-1;Europe/Moscow
Хилково;35318;Самарская;57;Красноярский;6301600008200;0;Europe/Samara
Корнилово;13858;Томская;53;Томский;7001700006600;-1;Asia/Tomsk
Грязовец;2029;Вологодская;51;Грязовецкий;3501000100000;0;Europe/Moscow
Левадки;32872;Крым;90;Симферопольский;9101200009700;-1;Europe/Simferopol
Нахабино;1545;Московская;9;Красногорск;5000004900400;-1;Europe/Moscow
Большетархово;24223;"Ханты-Мансийский Автономный округ - Югра";11;Нижневартовский;8600600000400;0;Asia/Yekaterinburg
Моховое;53261;Саратовская;47;Ершовский;6401400003200;0;Europe/Saratov
Новый;24341;Владимирская;17;Ковровский;3300800010100;0;Europe/Moscow
"Высоковка Вторая";50988;Чувашская;64;Канашский;2100700011700;0;Europe/Moscow
Тыловое;39438;Севастополь;975;Севастополь;9200000002700;-1;Europe/Simferopol
"Старые Туймазы";32897;Башкортостан;27;Туймазинский;0204400010400;-1;Asia/Yekaterinburg
Юрочкино;40855;Вологодская;51;Шекснинский;3502600001700;0;Europe/Moscow
Огорыльцево;75122;Вологодская;51;Великоустюгский;3500600015400;-1;Europe/Moscow
Горки;50624;Ярославская;35;Переславский;7601200007100;-1;Europe/Moscow
Комсомольское;53212;Саратовская;47;Краснокутский;6401800001500;0;Europe/Saratov
Екатериноградская;31931;Кабардино-Балкарская;78;Прохладненский;0700500001100;-1;Europe/Moscow
Медведково;58946;Московская;9;Дмитровский;5000500024100;-1;Europe/Moscow
"Малый Куртал";36097;Тюменская;52;Сладковский;7201500003300;0;Asia/Yekaterinburg
Калеж;46027;Краснодарский;7;Сочи;2300000716400;0;Europe/Moscow
"Новая Мака";32220;Дагестан;21;Сулейман-Стальский;0503200004900;0;Europe/Moscow
Лопатки;33149;Курганская;28;Лебяжьевский;4501100002500;0;Asia/Yekaterinburg
Юрюнг-Хая;52428;"Саха /Якутия/";10;Анабарский;1400600000300;0;Asia/Yakutsk
Усть-Чем;51204;Новосибирская;23;Искитимский;5400800003600;-1;Asia/Novosibirsk
Верхне-Позимь;54609;Удмуртская;48;Воткинский;1800500000900;-1;Europe/Samara
Ликурга;76005;Костромская;42;Буйский;4400300011200;0;Europe/Moscow
Варганы;56928;Нижегородская;67;Лысковский;5203000001600;0;Europe/Moscow
"Новый Костек";34486;Дагестан;21;Хасавюртовский;0503700002800;0;Europe/Moscow
Нижнекаменка;55791;Новосибирская;23;Ордынский;5402000001200;0;Asia/Novosibirsk
Ястребово;61588;Московская;9;Наро-Фоминск;5000005204000;-1;Europe/Moscow
Хлебное;39211;Крым;90;Джанкойский;9100300009500;-1;Europe/Simferopol
Новинки-Бегичево;59707;Московская;9;Серпуховский;5003200011000;-1;Europe/Moscow
Кристалка;48577;Оренбургская;5;Красногвардейский;5604900002400;0;Asia/Yekaterinburg
Подгоренский;13301;Воронежская;63;Подгоренский;3602500000100;-1;Europe/Moscow
Татарки;60693;Московская;9;Лотошинский;5001500010500;-1;Europe/Moscow
Кзыл-Яр;31535;Татарстан;39;Бавлинский;1601200001800;0;Asia/Yekaterinburg
Эльгяй;52219;"Саха /Якутия/";10;Сунтарский;1402600002500;0;Asia/Yakutsk
Шеншиновка;30899;Белгородская;16;Волоконовский;3100600008200;-1;Europe/Moscow
Губаха;567;Пермский;22;Губаха;5900000500000;-1;Asia/Yekaterinburg
Георгиевка;30968;Хабаровский;14;"Имени Лазо";2700800000700;0;Asia/Vladivostok
Тухард;50007;Красноярский;13;"Таймырский Долгано-Ненецкий";2404800002700;0;Asia/Krasnoyarsk
"Ореховая Роща";15380;Ставропольский;19;Георгиевский;2600800001400;-1;Europe/Moscow
Свистуново;61205;Московская;9;Клинский;5001100018600;-1;Europe/Moscow
Воронино;31569;Томская;53;Томский;7001700002900;-1;Asia/Tomsk
Сосновка;49321;Курганская;28;Варгашинский;4500400004600;0;Asia/Yekaterinburg
"Никольская Слобода";36168;Брянская;29;Жуковский;3200800005200;0;Europe/Moscow
Виловатое;33939;Самарская;57;Богатовский;6300400000600;0;Europe/Samara
Спирово;3050;Тверская;50;Спировский;6903100012400;-1;Europe/Moscow
Понуры;30569;Белгородская;16;Грайворонский;3100700002900;-1;Europe/Moscow
Секретарка;51806;Пензенская;69;Сердобский;5802500004100;-1;Europe/Moscow
"Большие Кныши";56904;Красноярский;13;Идринский;2401500000500;0;Asia/Krasnoyarsk
"Черный Яр";51627;Томская;53;Тегульдетский;7001400001700;0;Asia/Tomsk
Азнашево;48049;Башкортостан;27;Учалинский;0204600002800;0;Asia/Yekaterinburg
Нагорное;23720;Новосибирская;23;Куйбышевский;5401500005000;-1;Asia/Novosibirsk
Гашун-Бургуста;54249;Калмыкия;46;Кетченеровский;0800500000300;0;Europe/Moscow
"Новый Исток";53709;Кемеровская;54;Промышленновский;4201100002500;-1;Asia/Novokuznetsk
Батырево;3190;Чувашская;64;Батыревский;2100400000100;0;Europe/Moscow
Березки;55769;Московская;9;Чехов;5000005301300;-1;Europe/Moscow
Новосысоевка;33533;Приморский;18;Яковлевский;2502600001400;0;Asia/Vladivostok
Дябыла;45359;"Саха /Якутия/";10;Чурапчинский;1403300000400;0;Asia/Yakutsk
Сивух;52116;Дагестан;21;Хасавюртовский;0503700003700;0;Europe/Moscow
"Максима Горького";45030;Краснодарский;7;Приморско-Ахтарский;2302800001000;-1;Europe/Moscow
"Старая Райчиха";46150;Амурская;56;Бурейский;2800400001600;0;Asia/Yakutsk
Быданово;54710;Кировская;44;Белохолуницкий;4300400000400;0;Europe/Kirov
Кормиловка;717;Омская;15;Кормиловский;5501000000100;-1;Asia/Omsk
Бутаково;62749;Нижегородская;67;Вознесенский;5201400001000;-1;Europe/Moscow
Чурилково;1732;Московская;9;Домодедово;5000000119500;-1;Europe/Moscow
Наумиха;62839;Ярославская;35;Некрасовский;7601000016600;0;Europe/Moscow
Семеновка;63463;Ульяновская;70;Ульяновский;7300100004000;0;Europe/Ulyanovsk
Соловьевск;44821;Забайкальский;49;Борзинский;7500500001400;0;Asia/Chita
Тукса;52722;Карелия;73;Олонецкий;1001000000900;0;Europe/Moscow
Касколовка;24168;Ленинградская;26;Кингисеппский;4700800100200;-1;Europe/Moscow
Демьянское;31881;Тюменская;52;Уватский;7201800000500;0;Asia/Yekaterinburg
Чайка;16485;Крым;90;Алушта;9100001100400;-1;Europe/Simferopol
Опалиха;16918;Нижегородская;67;Кстовский;5202700007800;-1;Europe/Moscow
Петрищево;56820;Калужская;33;Тарусский;4002100000900;0;Europe/Moscow
Новопавловское;59652;Московская;9;Волоколамский;5000300013300;-1;Europe/Moscow
Ратчино;35363;Московская;9;Воскресенский;5000400006300;-1;Europe/Moscow
Городное;53352;Курская;62;Железногорский;4600700002200;-1;Europe/Moscow
Викулово;14683;Тюменская;52;Викуловский;7200700000100;-1;Asia/Yekaterinburg
Большепесчанка;33388;Омская;15;Называевский;5501600000700;0;Asia/Omsk
Замошье;57816;Московская;9;Можайский;5001800011000;-1;Europe/Moscow
Тугулук;43931;Ставропольский;19;Грачевский;2600900001200;0;Europe/Moscow
Масловский;35560;Московская;9;Зарайск;5000004602900;-1;Europe/Moscow
Стеженский;45119;Волгоградская;40;Алексеевский;3400200001200;-1;Europe/Volgograd
Срезнево;17361;Московская;9;Кашира;5000003808000;-1;Europe/Moscow
Алексино-Туголес;55035;Московская;9;Шатура;5000005102600;-1;Europe/Moscow
Сунжа;14341;"Северная Осетия - Алания";79;Пригородный;1500900001500;-1;Europe/Moscow
Рождественка;56042;Тюменская;52;Сладковский;7201500003200;0;Asia/Yekaterinburg
Липница;53497;Курская;62;Конышевский;4601000003900;-1;Europe/Moscow
Ачикулак;24466;Ставропольский;19;Нефтекумский;2601800000300;-1;Europe/Moscow
Тренькино;46847;Чувашская;64;Моргаушский;2101300014400;0;Europe/Moscow
Ольшаны;59770;Московская;9;Луховицы;5000004807400;-1;Europe/Moscow
Михайловка;31916;Башкортостан;27;Абзелиловский;0205300006900;0;Asia/Yekaterinburg
