ID;FullName;CityName;OblName
13507;Долина свободы, Красногорский район, Алтайский кра;Долина свободы, Красногорский район;Алтайский край
2335;Ельцовка, Алтайский край;Ельцовка;Алтайский край
801;Завьялово, Алтайский край;Завьялово;Алтайский край
1858;Залесово, Алтайский край;Залесово;Алтайский край
98;Заринск, Алтайский край;Заринск;Алтайский край
784;Змеиногорск, Алтайский край;Змеиногорск;Алтайский край
787;Зональное, Алтайский край;Зональное;Алтайский край
14856;Казенная заимка, Алтайский край;Казенная заимка;Алтайский край
701;Калманка, Алтайский край;Калманка;Алтайский край
786;Камень-на-Оби, Алтайский край;Камень-на-Оби;Алтайский край
13508;Катунь, Алтайский край;Катунь;Алтайский край
815;Ключи, Алтайский край;Ключи;Алтайский край
1861;Косиха, Алтайский край;Косиха;Алтайский край
791;Красногорское, Алтайский край;Красногорское;Алтайский край
812;Краснощеково, Алтайский край;Краснощеково;Алтайский край
1857;Крутиха, Алтайский край;Крутиха;Алтайский край
805;Кулунда, Алтайский край;Кулунда;Алтайский край
813;Курья, Алтайский край;Курья;Алтайский край
816;Кытманово, Алтайский край;Кытманово;Алтайский край
14858;Лебяжье, Алтайский край;Лебяжье;Алтайский край
1271;Мало-Енисейское, Алтайский край;Мало-Енисейское;Алтайский край
782;Мамонтово, Алтайский край;Мамонтово;Алтайский край
1147;Михайловское, Алтайский край;Михайловское;Алтайский край
14857;Научный городок, Алтайский край;Научный городок;Алтайский край
796;Новичиха, Алтайский край;Новичиха;Алтайский край
788;Новоалтайск, Алтайский край;Новоалтайск;Алтайский край
1859;Новоегорьевское, Алтайский край;Новоегорьевское;Алтайский край
15521;Новомихайловка, городской округ Барнаул, Алтайский;Новомихайловка, городской округ Барнаул;Алтайский край
13278;Новосиликатный, Алтайский край;Новосиликатный;Алтайский край
14852;Октябрский, Алтайский край;Октябрский;Алтайский край
780;Павловск, Алтайский край;Павловск;Алтайский край
779;Панкрушиха, Алтайский край;Панкрушиха;Алтайский край
810;Петропавловское, Алтайский край;Петропавловское;Алтайский край
13511;Платово, Советский р-н, Алтайский край;Платово, Советский р-н;Алтайский край
797;Поспелиха, Алтайский край;Поспелиха;Алтайский край
15519;Прудской, Калманский р-н, Алтайский край;Прудской, Калманский р-н;Алтайский край
781;Ребриха, Алтайский край;Ребриха;Алтайский край
802;Родино, Алтайский край;Родино;Алтайский край
800;Романово, Алтайский край;Романово;Алтайский край
798;Рубцовск;Рубцовск;Алтайский край
15517;Сибирские Огни, Павловский р-н, Алтайский край;Сибирские Огни, Павловский р-н;Алтайский край
13090;Сибирский, Алтайский край;Сибирский;Алтайский край
806;Славгород, Алтайский край;Славгород;Алтайский край
15524;Смоленское, Алтайский край;Смоленское;Алтайский край
1860;Советское, Алтайский край;Советское;Алтайский край
2336;Солонешное, Алтайский край;Солонешное;Алтайский край
2332;Солтон, Алтайский край;Солтон;Алтайский край
14853;Спутник, Алтайский край;Спутник;Алтайский край
799;Староалейское, Алтайский край;Староалейское;Алтайский край
954;Степное Озеро, Алтайский край;Степное Озеро;Алтайский край
1863;Табуны, Алтайский край;Табуны;Алтайский край
817;Тальменка, Алтайский край;Тальменка;Алтайский край
820;Тогул, Алтайский край;Тогул;Алтайский край
794;Топчиха, Алтайский край;Топчиха;Алтайский край
790;Троицкое, Алтайский край;Троицкое;Алтайский край
785;Тюменцево, Алтайский край;Тюменцево;Алтайский край
2337;Угловское, Алтайский край;Угловское;Алтайский край
15518;Урожайный, Павловский р-н, Алтайский край;Урожайный, Павловский р-н;Алтайский край
2330;Усть-Калманка, Алтайский край;Усть-Калманка;Алтайский край
2331;Усть-Чарышская Пристань, Алтайский край;Усть-Чарышская Пристань;Алтайский край
807;Хабары, Алтайский край;Хабары;Алтайский край
2333;Целинное, Алтайский край;Целинное;Алтайский край
811;Чарышское, Алтайский край;Чарышское;Алтайский край
15520;Шахи, Павловский р, Алтайский край;Шахи, Павловский р;Алтайский край
1862;Шелаболиха, Алтайский край;Шелаболиха;Алтайский край
793;Шипуново, Алтайский край;Шипуново;Алтайский край
13277;Южный, Алтайский край;Южный;Алтайский край
778;Яровое, Алтайский край;Яровое;Алтайский край
14424;Архара, Амурская обл.;Архара;Амурская обл.
896;Белогорск, Амурская обл.;Белогорск;Амурская обл.
286;Благовещенск;Благовещенск;Амурская обл.
918;Богородское, Амурская обл.;Богородское;Амурская обл.
13488;Бурея, Амурская обл.;Бурея;Амурская обл.
14425;Варваровка, Амурская обл.;Варваровка;Амурская обл.
13370;Дактуй, Магдагачинский р-он, Амурская обл.;Дактуй, Магдагачинский р-он;Амурская обл.
14427;Екатеринославка, Амурская обл.;Екатеринославка;Амурская обл.
3224;Завитинск, Амурская обл.;Завитинск;Амурская обл.
2329;Зея, Амурская обл.;Зея;Амурская обл.
13328;Ивановка, Амурская обл.;Ивановка;Амурская обл.
14445;Константиновка , Амурская обл.;Константиновка ;Амурская обл.
13012;Магдагачи, Амурская обл.;Магдагачи;Амурская обл.
13065;Невер, Амурская обл.;Невер;Амурская обл.
13936;Новоалександровка, Амурская обл.;Новоалександровка;Амурская обл.
13447;Новобурейский, Амурская обл.;Новобурейский;Амурская обл.
14426;Новокиевский Увал, Амурская обл.;Новокиевский Увал;Амурская обл.
14423;Поярково, Амурская обл.;Поярково;Амурская обл.
14422;Прогресс, Амурская обл.;Прогресс;Амурская обл.
13013;Райчихинск, Амурская обл.;Райчихинск;Амурская обл.
14428;Ромны, Амурская обл.;Ромны;Амурская обл.
3229;Свободный, Амурская обл.;Свободный;Амурская обл.
13396;Серышево, Амурская обл.;Серышево;Амурская обл.
13064;Сковородино, Амурская обл.;Сковородино;Амурская обл.
1763;Талакан, Амурская обл.;Талакан;Амурская обл.
13937;Тамбовка, Амурская обл.;Тамбовка;Амурская обл.
13294;Тыгда, Амурская обл.;Тыгда;Амурская обл.
318;Тында, Амурская обл.;Тында;Амурская обл.
13395;Углегорск, Амурская обл.;Углегорск;Амурская обл.
13931;Февральск, Амурская обл.;Февральск;Амурская обл.
1760;Шимановск, Амурская обл.;Шимановск;Амурская обл.
14792;Экимчан, Амурская обл.;Экимчан;Амурская обл.
15501;Алупка, Ялтинский р-н, АР Крым;Алупка, Ялтинский р-н;АР Крым
15609;Гаспра, Ялтинский р-н, АР Крым;Гаспра, Ялтинский р-н;АР Крым
15608;Гурзуф, Ялтинский р-н, АР Крым;Гурзуф, Ялтинский р-н;АР Крым
7081;Евпатория;Евпатория;АР Крым
15254;Керчь;Керчь;АР Крым
15610;Кореиз, Ялтинский р-н, АР Крым;Кореиз, Ялтинский р-н;АР Крым
15612;Парковое, Ялтинский р-н, АР Крым;Парковое, Ялтинский р-н;АР Крым
15256;Севастополь;Севастополь;АР Крым
15611;Симеиз, Ялтинский р-н, АР Крым;Симеиз, Ялтинский р-н;АР Крым
15345;Симферополь;Симферополь;АР Крым
12963;Ялта;Ялта;АР Крым
402;Архангельск;Архангельск;Архангельская обл.
13292;Архангельск-55, Архангельская обл.;Архангельск-55;Архангельская обл.
1952;Березник, Архангельская обл.;Березник;Архангельская обл.
1955;Васьково, Архангельская обл.;Васьково;Архангельская обл.
994;Вельск, Архангельская обл.;Вельск;Архангельская обл.
1953;Верхняя Тойма, Архангельская обл.;Верхняя Тойма;Архангельская обл.
2342;Ильинско-Подомское, Архангельская обл.;Ильинско-Подомское;Архангельская обл.
1954;Каргополь, Архангельская обл.;Каргополь;Архангельская обл.
14593;Карпогоры, Архангельская обл.;Карпогоры;Архангельская обл.
1948;Коноша, Архангельская обл.;Коноша;Архангельская обл.
1170;Коряжма, Архангельская обл.;Коряжма;Архангельская обл.
14316;Костылево п., Архангельская обл.;Костылево п.;Архангельская обл.
1756;Котлас, Архангельская обл.;Котлас;Архангельская обл.
2340;Красноборск, Архангельская обл.;Красноборск;Архангельская обл.
15196;Красное, Ненецкий р-он, Архангельская обл.;Красное, Ненецкий р-он;Архангельская обл.
13014;Мезень, Архангельская обл.;Мезень;Архангельская обл.
1951;Мирный, Архангельская обл.;Мирный;Архангельская обл.
13095;Мухонская, Архангельская обл.;Мухонская;Архангельская обл.
997;Новодвинск, Архангельская обл.;Новодвинск;Архангельская обл.
15429;Новое Лукино, Приморский р-н, Архангельская обл.;Новое Лукино, Приморский р-н;Архангельская обл.
1949;Няндома, Архангельская обл.;Няндома;Архангельская обл.
1957;Обозерский, Архангельская обл.;Обозерский;Архангельская обл.
2341;Октябрьский, Архангельская обл.;Октябрьский;Архангельская обл.
1950;Онега, Архангельская обл.;Онега;Архангельская обл.
406;Плесецк, Архангельская обл.;Плесецк;Архангельская обл.
2339;Савинский, Архангельская обл.;Савинский;Архангельская обл.
996;Северодвинск, Архангельская обл.;Северодвинск;Архангельская обл.
13411;Североонежск, Архангельская обл.;Североонежск;Архангельская обл.
13017;Соловецкий, Архангельская обл.;Соловецкий;Архангельская обл.
14317;Урдома п., Ленский р-н, Архангельская обл.;Урдома п., Ленский р-н;Архангельская обл.
2338;Холмогоры, Архангельская обл.;Холмогоры;Архангельская обл.
1956;Цигломень, Архангельская обл.;Цигломень;Архангельская обл.
13726;Черемушский, Котлакский р-н, Архангельская обл.;Черемушский, Котлакский р-н;Архангельская обл.
14594;Шенкурск, Архангельская обл.;Шенкурск;Архангельская обл.
14936;Аксарайский, Астраханская обл.;Аксарайский;Астраханская обл.
14806;Ассадулаево, Астраханская обл.;Ассадулаево;Астраханская обл.
432;Астрахань;Астрахань;Астраханская обл.
14803;Атал, Астраханская обл.;Атал;Астраханская обл.
145;Ахтубинск, Астраханская обл.;Ахтубинск;Астраханская обл.
14938;Байбек, Астраханская обл.;Байбек;Астраханская обл.
14942;Бакланье, Астраханская обл.;Бакланье;Астраханская обл.
14952;Басы, Астраханская обл.;Басы;Астраханская обл.
14884;Батаевка, Астраханская обл.;Батаевка;Астраханская обл.
14865;Бахтемир, Астраханская обл.;Бахтемир;Астраханская обл.
14945;Бирюковка, Астраханская обл.;Бирюковка;Астраханская обл.
14916;Болхуны, Астраханская обл.;Болхуны;Астраханская обл.
14964;Бударино, Астраханская обл.;Бударино;Астраханская обл.
14954;Верхнекалиновский, Астраханская обл.;Верхнекалиновский;Астраханская обл.
14937;Верхнелебяжье, Астраханская обл.;Верхнелебяжье;Астраханская обл.
2402;Верхний Баскунчак, Астраханская обл.;Верхний Баскунчак;Астраханская обл.
14939;Верхний Бузан, Астраханская обл.;Верхний Бузан;Астраханская обл.
2403;Володарский, Астраханская обл.;Володарский;Астраханская обл.
14929;Вольное, Астраханская обл.;Вольное;Астраханская обл.
14879;Вязовка, Астраханская обл.;Вязовка;Астраханская обл.
14951;Грушево, Астраханская обл.;Грушево;Астраханская обл.
14934;Досанг, Астраханская обл.;Досанг;Астраханская обл.
14866;Евпраксино, Астраханская обл.;Евпраксино;Астраханская обл.
2404;Енотаевка, Астраханская обл.;Енотаевка;Астраханская обл.
2405;Замьяны, Астраханская обл.;Замьяны;Астраханская обл.
14958;Занзели, Астраханская обл.;Занзели;Астраханская обл.
14949;Зеленга, Астраханская обл.;Зеленга;Астраханская обл.
2406;Знаменск, Астраханская обл.;Знаменск;Астраханская обл.
14919;Золотуха, Астраханская обл.;Золотуха;Астраханская обл.
14883;Зубовка, Астраханская обл.;Зубовка;Астраханская обл.
14927;Ивановка, Астраханская обл.;Ивановка;Астраханская обл.
14870;Иванчуг, Астраханская обл.;Иванчуг;Астраханская обл.
2407;Икряное, Астраханская обл.;Икряное;Астраханская обл.
14863;Ильинка, Астраханская обл.;Ильинка;Астраханская обл.
14877;Каменный Яр, Астраханская обл.;Каменный Яр;Астраханская обл.
2408;Камызяк, Астраханская обл.;Камызяк;Астраханская обл.
14956;Камышово, Астраханская обл.;Камышово;Астраханская обл.
14805;Камязяк, Астраханская обл.;Камязяк;Астраханская обл.
14875;Капустин Яр, Астраханская обл.;Капустин Яр;Астраханская обл.
14955;Караванное, Астраханская обл.;Караванное;Астраханская обл.
14814;Карагали, Астраханская обл.;Карагали;Астраханская обл.
14957;Каралат, Астраханская обл.;Каралат;Астраханская обл.
14960;Караульное, Астраханская обл.;Караульное;Астраханская обл.
14953;Каспий, Астраханская обл.;Каспий;Астраханская обл.
14811;Кирпичного завода поселок, Астраханская обл.;Кирпичного завода поселок;Астраханская обл.
14935;Комсомольский, Астраханская обл.;Комсомольский;Астраханская обл.
14925;Копановка, Астраханская обл.;Копановка;Астраханская обл.
14924;Кочковатка, Астраханская обл.;Кочковатка;Астраханская обл.
2409;Красные Баррикады, Астраханская обл.;Красные Баррикады;Астраханская обл.
13112;Красный Яр, Астраханская обл.;Красный Яр;Астраханская обл.
14813;Кулаковка, Астраханская обл.;Кулаковка;Астраханская обл.
14932;Ленино, Астраханская обл.;Ленино;Астраханская обл.
14962;Лесное, Астраханская обл.;Лесное;Астраханская обл.
2410;Лиман, Астраханская обл.;Лиман;Астраханская обл.
14946;Линейное, Астраханская обл.;Линейное;Астраханская обл.
14867;Мансур, Астраханская обл.;Мансур;Астраханская обл.
14923;Михайловка, Астраханская обл.;Михайловка;Астраханская обл.
14944;Мултаново, Астраханская обл.;Мултаново;Астраханская обл.
14963;Мумра, Астраханская обл.;Мумра;Астраханская обл.
2411;Нариманов, Астраханская обл.;Нариманов;Астраханская обл.
14804;Нартовский, Астраханская обл.;Нартовский;Астраханская обл.
2412;Началово, Астраханская обл.;Началово;Астраханская обл.
2413;Нижний Баскунчак, Астраханская обл.;Нижний Баскунчак;Астраханская обл.
14920;Никольское, Астраханская обл.;Никольское;Астраханская обл.
14862;Новокучергановка, Астраханская обл.;Новокучергановка;Астраханская обл.
14810;Новоначаловский, Астраханская обл.;Новоначаловский;Астраханская обл.
14915;Новониколаевка, Астраханская обл.;Новониколаевка;Астраханская обл.
14961;Оранжереи, Астраханская обл.;Оранжереи;Астраханская обл.
13287;Осыпной Бугор, Астраханская обл.;Осыпной Бугор;Астраханская обл.
14807;Первого Мая, Астраханская обл.;Первого Мая;Астраханская обл.
14918;Пироговка, Астраханская обл.;Пироговка;Астраханская обл.
14941;Пойменный, Астраханская обл.;Пойменный;Астраханская обл.
14880;Покровка, Астраханская обл.;Покровка;Астраханская обл.
14876;Пологое Займище, Астраханская обл.;Пологое Займище;Астраханская обл.
14948;Прикаспийский, Астраханская обл.;Прикаспийский;Астраханская обл.
14922;Пришиб, Астраханская обл.;Пришиб;Астраханская обл.
14873;Раздор, Астраханская обл.;Раздор;Астраханская обл.
14864;Рассвет, Астраханская обл.;Рассвет;Астраханская обл.
14808;Растопуловка, Астраханская обл.;Растопуловка;Астраханская обл.
14933;Речное, Астраханская обл.;Речное;Астраханская обл.
14874;Рычарский, Астраханская обл.;Рычарский;Астраханская обл.
14871;Садовый, Астраханская обл.;Садовый;Астраханская обл.
14928;Селитренное, Астраханская обл.;Селитренное;Астраханская обл.
14917;Соленое Займище, Астраханская обл.;Соленое Займище;Астраханская обл.
14878;Солодники, Астраханская обл.;Солодники;Астраханская обл.
14943;Солянка, Астраханская обл.;Солянка;Астраханская обл.
2414;Средний Баскунчак, Астраханская обл.;Средний Баскунчак;Астраханская обл.
14881;Старица, Астраханская обл.;Старица;Астраханская обл.
14851;Старокучергановка , Астраханская обл.;Старокучергановка ;Астраханская обл.
14868;Стеклозавода поселок, Астраханская обл.;Стеклозавода поселок;Астраханская обл.
14930;Табун-Арал, Астраханская обл.;Табун-Арал;Астраханская обл.
14926;Тамбовка, Астраханская обл.;Тамбовка;Астраханская обл.
14802;ТатароБашмаковка, Астраханская обл.;ТатароБашмаковка;Астраханская обл.
14809;Три Протока, Астраханская обл.;Три Протока;Астраханская обл.
14950;Тузуклей, Астраханская обл.;Тузуклей;Астраханская обл.
14947;Тумак, Астраханская обл.;Тумак;Астраханская обл.
14921;Удачное, Астраханская обл.;Удачное;Астраханская обл.
14882;Успенка, Астраханская обл.;Успенка;Астраханская обл.
14812;Фунтово, Астраханская обл.;Фунтово;Астраханская обл.
13121;Харабали, Астраханская обл.;Харабали;Астраханская обл.
14931;Хошеутово, Астраханская обл.;Хошеутово;Астраханская обл.
14869;Чаган, Астраханская обл.;Чаган;Астраханская обл.
2415;Черный Яр, Астраханская обл.;Черный Яр;Астраханская обл.
14959;Чулпан, Астраханская обл.;Чулпан;Астраханская обл.
14801;Яксатово, Астраханская обл.;Яксатово;Астраханская обл.
14872;Яманцуг, Астраханская обл.;Яманцуг;Астраханская обл.
13097;Авдон, Уфимский р-он, Башкортостан респ.;Авдон, Уфимский р-он;Башкортостан респ.
634;Агидель, Башкортостан респ.;Агидель;Башкортостан респ.
1767;Азово, Башкортостан респ.;Азово;Башкортостан респ.
2416;Аксаково село, Башкортостан респ.;Аксаково село;Башкортостан респ.
2417;Аксеново, Башкортостан респ.;Аксеново;Башкортостан респ.
90;Актау, Башкортостан респ.;Актау;Башкортостан респ.
651;Акъяр, Башкортостан респ.;Акъяр;Башкортостан респ.
13136;Алексеевка, Башкортостан респ.;Алексеевка;Башкортостан респ.
13616;Амзя, Янаульский р-н, Башкортостан респ.;Амзя, Янаульский р-н;Башкортостан респ.
13499;Арлан, Башкортостан респ.;Арлан;Башкортостан респ.
663;Архангельское, Башкортостан респ.;Архангельское;Башкортостан респ.
648;Аскарово, Башкортостан респ.;Аскарово;Башкортостан респ.
661;Аскино, Башкортостан респ.;Аскино;Башкортостан респ.
13203;Аэропорт, Башкортостан респ.;Аэропорт;Башкортостан респ.
14708;Байкибашево, Башкортостан респ.;Байкибашево;Башкортостан респ.
646;Баймак, Башкортостан респ.;Баймак;Башкортостан респ.
637;Бакалы, Башкортостан респ.;Бакалы;Башкортостан респ.
631;Белебей, Башкортостан респ.;Белебей;Башкортостан респ.
249;Белорецк, Башкортостан респ.;Белорецк;Башкортостан респ.
638;Бижбуляк, Башкортостан респ.;Бижбуляк;Башкортостан респ.
548;Бирск, Башкортостан респ.;Бирск;Башкортостан респ.
656;Благовещенск, Башкортостан респ.;Благовещенск;Башкортостан респ.
660;Большеустьикинское, Башкортостан респ.;Большеустьикинское;Башкортостан респ.
662;Буздяк, Башкортостан респ.;Буздяк;Башкортостан респ.
14386;Булгаково, Башкортостан респ.;Булгаково;Башкортостан респ.
649;Бураево, Башкортостан респ.;Бураево;Башкортостан респ.
14307;Буруновка, Гафурийский р-н, Башкортостан респ.;Буруновка, Гафурийский р-н;Башкортостан респ.
14638;Вавилово, Башкортостан респ.;Вавилово;Башкортостан респ.
654;Верхнеяркеево, Башкортостан респ.;Верхнеяркеево;Башкортостан респ.
643;Верхние Киги, Башкортостан респ.;Верхние Киги;Башкортостан респ.
667;Верхние Татышлы, Башкортостан респ.;Верхние Татышлы;Башкортостан респ.
658;Давлеканово, Башкортостан респ.;Давлеканово;Башкортостан респ.
13202;Дема, Башкортостан респ.;Дема;Башкортостан респ.
405;Дюртюли, Башкортостан респ.;Дюртюли;Башкортостан респ.
636;Ермекеево, Башкортостан респ.;Ермекеево;Башкортостан респ.
650;Ермолаево, Башкортостан респ.;Ермолаево;Башкортостан респ.
2418;Жуково, Башкортостан респ.;Жуково;Башкортостан респ.
647;Зилаир, Башкортостан респ.;Зилаир;Башкортостан респ.
13004;Зубово, Башкортостан респ.;Зубово;Башкортостан респ.
673;Иглино, Башкортостан респ.;Иглино;Башкортостан респ.
630;Исянгулово, Башкортостан респ.;Исянгулово;Башкортостан респ.
672;Ишимбай, Башкортостан респ.;Ишимбай;Башкортостан респ.
668;Калтасы, Башкортостан респ.;Калтасы;Башкортостан респ.
14385;Кандры, Башкортостан респ.;Кандры;Башкортостан респ.
639;Караидель, Башкортостан респ.;Караидель;Башкортостан респ.
13498;Карманово, Янаульский р-н, Башкортостан респ.;Карманово, Янаульский р-н;Башкортостан респ.
655;Кармаскалы, Башкортостан респ.;Кармаскалы;Башкортостан респ.
632;Киргиз-Мияки, Башкортостан респ.;Киргиз-Мияки;Башкортостан респ.
665;Красная Горка, Башкортостан респ.;Красная Горка;Башкортостан респ.
635;Красноусольский, Башкортостан респ.;Красноусольский;Башкортостан респ.
12998;Красный Ключ, Нуримановский р-н, Башкортостан респ;Красный Ключ, Нуримановский р-н;Башкортостан респ.
653;Кумертау, Башкортостан респ.;Кумертау;Башкортостан респ.
1265;Курасково, Башкортостан респ.;Курасково;Башкортостан респ.
669;Кушнаренково, Башкортостан респ.;Кушнаренково;Башкортостан респ.
303;Майск, Башкортостан респ.;Майск;Башкортостан респ.
13205;Максимовка, Башкортостан респ.;Максимовка;Башкортостан респ.
666;Малояз, Башкортостан респ.;Малояз;Башкортостан респ.
2419;Межгорье, Башкортостан респ.;Межгорье;Башкортостан респ.
946;Мелеуз, Башкортостан респ.;Мелеуз;Башкортостан респ.
1139;Месягутово, Башкортостан респ.;Месягутово;Башкортостан респ.
2420;Михайловка, Башкортостан респ.;Михайловка;Башкортостан респ.
644;Мишкино, Башкортостан респ.;Мишкино;Башкортостан респ.
1351;Мокроусово, Башкортостан респ.;Мокроусово;Башкортостан респ.
633;Мраково, Башкортостан респ.;Мраково;Башкортостан респ.
629;Нефтекамск;Нефтекамск;Башкортостан респ.
2421;Никифарово, Башкортостан респ.;Никифарово;Башкортостан респ.
15237;Николаевка, Башкортостан респ.;Николаевка;Башкортостан респ.
652;Николо-Березовка, Башкортостан респ.;Николо-Березовка;Башкортостан респ.
645;Новобелокатай, Башкортостан респ.;Новобелокатай;Башкортостан респ.
13382;Новомуслюмово, Минтлинский р-н, Башкортостан респ.;Новомуслюмово, Минтлинский р-н;Башкортостан респ.
2422;Нурлино, Башкортостан респ.;Нурлино;Башкортостан респ.
657;Октябрьский, Башкортостан респ.;Октябрьский;Башкортостан респ.
2423;Прибельский, Башкортостан респ.;Прибельский;Башкортостан респ.
13001;Приютово, Башкортостан респ.;Приютово;Башкортостан респ.
1138;Раевский, Башкортостан респ.;Раевский;Башкортостан респ.
15236;Русский Юрмаш, Башкортостан респ.;Русский Юрмаш;Башкортостан респ.
111;Салават;Салават;Башкортостан респ.
664;Сибай, Башкортостан респ.;Сибай;Башкортостан респ.
1405;Старобалтачево, Башкортостан респ.;Старобалтачево;Башкортостан респ.
1406;Старосубхангулово, Башкортостан респ.;Старосубхангулово;Башкортостан респ.
671;Стерлибашево, Башкортостан респ.;Стерлибашево;Башкортостан респ.
257;Стерлитамак;Стерлитамак;Башкортостан респ.
15080;Субханкулово, Башкортостан респ.;Субханкулово;Башкортостан респ.
13317;Тимашево, Башкортостан респ.;Тимашево;Башкортостан респ.
640;Толбазы, Башкортостан респ.;Толбазы;Башкортостан респ.
628;Туймазы, Башкортостан респ.;Туймазы;Башкортостан респ.
256;Уфа;Уфа;Башкортостан респ.
670;Учалы, Башкортостан респ.;Учалы;Башкортостан респ.
641;Федоровка, Башкортостан респ.;Федоровка;Башкортостан респ.
674;Чекмагуш, Башкортостан респ.;Чекмагуш;Башкортостан респ.
13204;Чесноковка, Башкортостан респ.;Чесноковка;Башкортостан респ.
675;Чишмы, Башкортостан респ.;Чишмы;Башкортостан респ.
13247;Шакша, Башкортостан респ.;Шакша;Башкортостан респ.
15238;Шамонино, Башкортостан респ.;Шамонино;Башкортостан респ.
659;Шаран, Башкортостан респ.;Шаран;Башкортостан респ.
2424;Юмагузино, Башкортостан респ.;Юмагузино;Башкортостан респ.
2425;Юматово, Башкортостан респ.;Юматово;Башкортостан респ.
642;Языково, Башкортостан респ.;Языково;Башкортостан респ.
2345;Янаул, Башкортостан респ.;Янаул;Башкортостан респ.
14528;Янгантау, Башкортостан респ.;Янгантау;Башкортостан респ.
342;Алексеевка, Белгородская обл.;Алексеевка;Белгородская обл.
