ID;FullName;CityName;OblName
14114;Красина, Казахстан;Красина;
14115;Крупское, Казахстан;Крупское;
14116;Кулан, Казахстан;Кулан;
14117;Курык, Казахстан;Курык;
14118;Кушокы, Казахстан;Кушокы;
14120;Кызыл-Жар, Казахстан;Кызыл-Жар;
14119;Кызыл-Тобе, Казахстан;Кызыл-Тобе;
14121;Кызылжарма, Казахстан;Кызылжарма;
14125;Мангыстау, Казахстан;Мангыстау;
14126;Меновное, Казахстан;Меновное;
14127;Металлург, Казахстан;Металлург;
14128;Микрорайоны, Казахстан;Микрорайоны;
14129;Мичурина, Казахстан;Мичурина;
14130;Мичурино, Казахстан;Мичурино;
14131;Мойынты, Казахстан;Мойынты;
14132;Молодежный, Казахстан;Молодежный;
14133;Мунайши, Казахстан;Мунайши;
14134;Мупры, Казахстан;Мупры;
14135;Мурат, Казахстан;Мурат;
14136;Мынарал, Казахстан;Мынарал;
14137;Мясокомбинат, Казахстан;Мясокомбинат;
14138;Наурзум, Казахстан;Наурзум;
14139;Неженка, Казахстан;Неженка;
14140;Новая Бухтарма, Казахстан;Новая Бухтарма;
14141;Новая Сорга, Казахстан;Новая Сорга;
14142;Новоджамбул, Казахстан;Новоджамбул;
14143;Новоишимский, Казахстан;Новоишимский;
14144;Обсерватория, Казахстан;Обсерватория;
14145;Озерки, Казахстан;Озерки;
14146;Опытное Поле, Казахстан;Опытное Поле;
14147;Ораимбек, Казахстан;Ораимбек;
14148;Отеген Батыра, Казахстан;Отеген Батыра;
14149;Переметное, Казахстан;Переметное;
14150;Петерфельд, Казахстан;Петерфельд;
14151;Подстанция КЕГОК, Казахстан;Подстанция КЕГОК;
14152;Подстепное, Казахстан;Подстепное;
14153;Пойма, Казахстан;Пойма;
14154;Половинки, Казахстан;Половинки;
14155;Прапорщиково, Казахстан;Прапорщиково;
14156;Прибрежное, Казахстан;Прибрежное;
14157;Пригородный, Казахстан;Пригородный;
14158;Прииртышское, Казахстан;Прииртышское;
14159;Приозерный, Казахстан;Приозерный;
14160;Приречное, Казахстан;Приречное;
14161;Промзона, Казахстан;Промзона;
14162;Промышленный, Казахстан;Промышленный;
14163;Птицефабрика, Казахстан;Птицефабрика;
14164;Район второго кирпичного завода, Казахстан;Район второго кирпичного завода;
14165;Ремизовка, Казахстан;Ремизовка;
14166;Садовая, Казахстан;Садовая;
14167;Сайрам, Казахстан;Сайрам;
14168;Сайхин, Казахстан;Сайхин;
14169;Саксаульское, Казахстан;Саксаульское;
14170;Сарнагай, Казахстан;Сарнагай;
14171;Сарыбулак, Казахстан;Сарыбулак;
14172;Сарыкамыс, Казахстан;Сарыкамыс;
14173;Сарыкемер, Казахстан;Сарыкемер;
14174;Сарыколь, Казахстан;Сарыколь;
14175;Сат Оперейтинг, Казахстан;Сат Оперейтинг;
14176;Сатпаев, Казахстан;Сатпаев;
14177;Саумалколь, Казахстан;Саумалколь;
14178;Сах.поселок, Казахстан;Сах.поселок;
14179;Сев.Восточный, Казахстан;Сев.Восточный;
14180;Север промзона, Казахстан;Север промзона;
14181;Секисовка, Казахстан;Секисовка;
14182;Селикатный, Казахстан;Селикатный;
14183;Серебряково, Казахстан;Серебряково;
14184;Симферополь, Казахстан;Симферополь;
14185;Смирново, Казахстан;Смирново;
14186;Солнечный, Казахстан;Солнечный;
14187;СЭЗ, Казахстан;СЭЗ;
14188;Тайынша, Казахстан;Тайынша;
14189;Талица, Казахстан;Талица;
14190;Тарановка, Казахстан;Тарановка;
14191;Тарханка, Казахстан;Тарханка;
14193;Тасай-Кызылсай, Казахстан;Тасай-Кызылсай;
14192;Таскала, Казахстан;Таскала;
14194;ТАТЭК, Казахстан;ТАТЭК;
14195;Таукент, Казахстан;Таукент;
14196;Тельмана, Казахстан;Тельмана;
14197;Темир, Казахстан;Темир;
14198;Теректи, Казахстан;Теректи;
14200;Тимирязево, Казахстан;Тимирязево;
14201;Титова, Казахстан;Титова;
14203;Торетам, Казахстан;Торетам;
14204;Торткудук, Казахстан;Торткудук;
14205;Троицк, Казахстан;Троицк;
14206;Тулпар, Казахстан;Тулпар;
14207;Тургень, Казахстан;Тургень;
14208;ТЭЦ р.Урал, Казахстан;ТЭЦ р.Урал;
14209;Тюлькубас, Казахстан;Тюлькубас;
14210;Узунколь, Казахстан;Узунколь;
14211;Умирзак, Казахстан;Умирзак;
14212;Успенка, Казахстан;Успенка;
14213;Фабричный, Казахстан;Фабричный;
14214;Федеровка, Казахстан;Федеровка;
14215;Хантау, Казахстан;Хантау;
14216;Хим.пром, Казахстан;Хим.пром;
14217;Хобда, Казахстан;Хобда;
14218;Хоргос, Казахстан;Хоргос;
14219;Чапаевка, Казахстан;Чапаевка;
14220;Чапаево, Казахстан;Чапаево;
14221;Чемолган, Казахстан;Чемолган;
14222;Чингирлау, Казахстан;Чингирлау;
14223;Чубары, Казахстан;Чубары;
14224;Чумыр, Казахстан;Чумыр;
14225;Шалкар, Казахстан;Шалкар;
14226;Шанхай, Казахстан;Шанхай;
14227;Шахан, Казахстан;Шахан;
14228;Шетпе, Казахстан;Шетпе;
14229;Шидерты, Казахстан;Шидерты;
14230;Шиели, Казахстан;Шиели;
14231;Шипово, Казахстан;Шипово;
14232;Шоптыколь, Казахстан;Шоптыколь;
14233;Шортадинский, Казахстан;Шортадинский;
14234;Шу, Казахстан;Шу;
14235;Шубарши, Казахстан;Шубарши;
14236;Щапово, Казахстан;Щапово;
14237;Ынтымак, Казахстан;Ынтымак;
14238;Южный, Казахстан;Южный;
4679;Акколь, Акмолинская обл, Казахстан;Акколь, Акмолинская обл;Акмолинскаяобл.
4961;Астана, Акмолинская обл.;Астана, Акмолинская обл.;Акмолинскаяобл.
6849;Державинск, Акмолинская обл, Казахстан;Державинск, Акмолинская обл;Акмолинскаяобл.
7118;Ерейментау, Акмолинская обл., Казахстан;Ерейментау, Акмолинская обл.;Акмолинскаяобл.
15471;Ерейметау, Казахстан;Ерейметау;Акмолинскаяобл.
7121;Есиль, Акмолинская обл, Казахстан;Есиль, Акмолинская обл;Акмолинскаяобл.
8896;Макинск, Акмолинская обл, Казахстан;Макинск, Акмолинская обл;Акмолинскаяобл.
11387;Степногорск, Акмолинская обл., Казахстан;Степногорск, Акмолинская обл.;Акмолинскаяобл.
11388;Степняк, Акмолинская обл, Казахстан;Степняк, Акмолинская обл;Акмолинскаяобл.
12796;Щучинск, Акмолинская обл, Казахстан;Щучинск, Акмолинская обл;Акмолинскаяобл.
4698;Акшам, Актюбинская обл., Казахстан;Акшам, Актюбинская обл.;Актюбинскаяобл.
4712;Алга, Актюбинская обл., Казахстан;Алга, Актюбинская обл.;Актюбинскаяобл.
5066;Байганин, Актюбинская обл., Казахстан;Байганин, Актюбинская обл.;Актюбинскаяобл.
5191;Батамшинский, Актюбинская обл., Казахстан;Батамшинский, Актюбинская обл.;Актюбинскаяобл.
15467;Жем, Актюбинская обл, Казахстан;Жем, Актюбинская обл;Актюбинскаяобл.
7376;Иргиз, Актюбинская обл., Казахстан;Иргиз, Актюбинская обл.;Актюбинскаяобл.
7665;Карабутак, Актюбинская обл., Казахстан;Карабутак, Актюбинская обл.;Актюбинскаяобл.
9009;Мартук, Актюбинская обл., Казахстан;Мартук, Актюбинская обл.;Актюбинскаяобл.
9551;Новоалексеевка, Актюбинская обл., Казахстан;Новоалексеевка, Актюбинская обл.;Актюбинскаяобл.
9842;Октябрьск, Актюбинская обл., Казахстан;Октябрьск, Актюбинская обл.;Актюбинскаяобл.
11852;Уил, Актюбинская обл., Казахстан;Уил, Актюбинская обл.;Актюбинскаяобл.
12437;Хромтау, Актюбинская обл., Казахстан;Хромтау, Актюбинская обл.;Актюбинскаяобл.
12536;Челкар, Актюбинская обл., Казахстан;Челкар, Актюбинская обл.;Актюбинскаяобл.
12777;Шубаркудук, Актюбинская обл., Казахстан;Шубаркудук, Актюбинская обл.;Актюбинскаяобл.
12876;Эмба, Актюбинская обл., Казахстан;Эмба, Актюбинская обл.;Актюбинскаяобл.
15400;Аймен, Казахстан;Аймен;Алма-Атинскаяобл.
5084;Баканас, Алма-Атинская обл., Казахстан;Баканас, Алма-Атинская обл.;Алма-Атинскаяобл.
5726;Бурундай, Алма-Атинская обл., Казахстан;Бурундай, Алма-Атинская обл.;Алма-Атинскаяобл.
15468;Есик, Алматинская обл, Казахстан;Есик, Алматинская обл;Алма-Атинскаяобл.
7392;Иссык, Алма-Атинская обл., Казахстан;Иссык, Алма-Атинская обл.;Алма-Атинскаяобл.
7656;Капчагай, Алма-Атинская обл., Казахстан;Капчагай, Алма-Атинская обл.;Алма-Атинскаяобл.
7735;Каскелен, Алма-Атинская обл., Казахстан;Каскелен, Алма-Атинская обл.;Алма-Атинскаяобл.
14305;Мерей, Карасайский р-н, Казахстан;Мерей, Карасайский р-н;Алма-Атинскаяобл.
9460;Нарынкол, Алма-Атинская обл., Казахстан;Нарынкол, Алма-Атинская обл.;Алма-Атинскаяобл.
15401;Первомайский, Казахстан;Первомайский;Алма-Атинскаяобл.
10961;Сарканд, Алматинская обл, Казахстан;Сарканд, Алматинская обл;Алма-Атинскаяобл.
11489;Талгар, Алма-Атинская обл., Казахстан;Талгар, Алма-Атинская обл.;Алма-Атинскаяобл.
11490;Талдыкорган, Алматинская обл, Казахстан;Талдыкорган, Алматинская обл;Алма-Атинскаяобл.
11570;Текели, Алматинская обл, Казахстан;Текели, Алматинская обл;Алма-Атинскаяобл.
11851;Узунагач, Алма-Атинская обл., Казахстан;Узунагач, Алма-Атинская обл.;Алма-Атинскаяобл.
15469;Ушарал, Алматинская обл, Казахстан;Ушарал, Алматинская обл;Алма-Атинскаяобл.
11916;Уштобе, Алматинская обл, Казахстан;Уштобе, Алматинская обл;Алма-Атинскаяобл.
12604;Чилик, Алма-Атинская обл., Казахстан;Чилик, Алма-Атинская обл.;Алма-Атинскаяобл.
12651;Чунджа, Алма-Атинская обл., Казахстан;Чунджа, Алма-Атинская обл.;Алма-Атинскаяобл.
6388;Ганюшкино, Атырауская обл, Казахстан;Ганюшкино, Атырауская обл;Атырауская обл.
15479;Жаскайрат, Атырауская обл, Казахстан;Жаскайрат, Атырауская обл;Атырауская обл.
7348;Индерборский, Атырауская обл, Казахстан;Индерборский, Атырауская обл;Атырауская обл.
15480;Тенгиз, Атырауская обл, Казахстан;Тенгиз, Атырауская обл;Атырауская обл.
5041;Аягуз, Восточно-Казахстанская обл, Казахстан;Аягуз, Восточно-Казахстанская обл;Восточно-Казахстанская обл.
15481;Семей (Семипалатинск), Восточно-Казахстанская обл,;Семей (Семипалатинск), Восточно-Казахстанская обл;Восточно-Казахстанская обл.
15482;Шар, Восточно-Казахстанская обл, Казахстан;Шар, Восточно-Казахстанская обл;Восточно-Казахстанская обл.
4672;Акжар, Восточно-Казахстанская обл., Казахстан;Акжар, Восточно-Казахстанская обл.;Восточно-Казахстанскаяобл.
4732;Алексеевка, Восточно-Казахстанская обл., Казахстан;Алексеевка, Восточно-Казахстанская обл.;Восточно-Казахстанскаяобл.
4967;Асубулак, Восточно-Казахстанская обл., Казахстан;Асубулак, Восточно-Казахстанская обл.;Восточно-Казахстанскаяобл.
5293;Белогорский, Восточно-Казахстанская обл., Казахста;Белогорский, Восточно-Казахстанская обл.;Восточно-Казахстанскаяобл.
5304;Белоусовка, Восточно-Казахстанская обл., Казахстан;Белоусовка, Восточно-Казахстанская обл.;Восточно-Казахстанскаяобл.
5996;Верхнеберезовский, Восточно-Казахстанская обл., Ка;Верхнеберезовский, Восточно-Казахстанская обл.;Восточно-Казахстанскаяобл.
6509;Глубокое, Восточно-Казахстанская обл., Казахстан;Глубокое, Восточно-Казахстанская обл.;Восточно-Казахстанскаяобл.
7187;Зайсан, Восточно-Казахстанская обл., Казахстан;Зайсан, Восточно-Казахстанская обл.;Восточно-Казахстанскаяобл.
7271;Зыряновск, Восточно-Казахстанская обл., Казахстан;Зыряновск, Восточно-Казахстанская обл.;Восточно-Казахстанскаяобл.
7671;Карагужиха, Восточно-Казахстанская обл., Казахстан;Карагужиха, Восточно-Казахстанская обл.;Восточно-Казахстанскаяобл.
7761;Катон-Карагай, Восточно-Казахстанская обл., Казахс;Катон-Карагай, Восточно-Казахстанская обл.;Восточно-Казахстанскаяобл.
8377;Курчум, Восточно-Казахстанская обл., Казахстан;Курчум, Восточно-Казахстанская обл.;Восточно-Казахстанскаяобл.
8588;Лениногорск, Восточно-Казахстанская обл., Казахста;Лениногорск, Восточно-Казахстанская обл.;Восточно-Казахстанскаяобл.
14338;Риддер, Казахстан;Риддер;Восточно-Казахстанскаяобл.
10823;Самарское, Восточно-Казахстанская обл., Казахстан;Самарское, Восточно-Казахстанская обл.;Восточно-Казахстанскаяобл.
11150;Серебрянск, Восточно-Казахстанская обл., Казахстан;Серебрянск, Восточно-Казахстанская обл.;Восточно-Казахстанскаяобл.
11903;Усть-Каменогорск, Восточно-Казахстанская обл.;Усть-Каменогорск, Восточно-Казахстанская обл.;Восточно-Казахстанскаяобл.
12725;Шемонаиха, Восточно-Казахстанская обл., Казахстан;Шемонаиха, Восточно-Казахстанская обл.;Восточно-Казахстанскаяобл.
5077;Байчунас, Гурьевская обл., Казахстан;Байчунас, Гурьевская обл.;Гурьевскаяобл.
5129;Балыкши, Гурьевская обл., Казахстан;Балыкши, Гурьевская обл.;Гурьевскаяобл.
6991;Доссор, Гурьевская обл., Казахстан;Доссор, Гурьевская обл.;Гурьевскаяобл.
7386;Искининский, Гурьевская обл., Казахстан;Искининский, Гурьевская обл.;Гурьевскаяобл.
7679;Каратон, Гурьевская обл., Казахстан;Каратон, Гурьевская обл.;Гурьевскаяобл.
8349;Кульсары, Атырауская обл., Казахстан;Кульсары, Атырауская обл.;Гурьевскаяобл.
8892;Макат, Гурьевская обл., Казахстан;Макат, Гурьевская обл.;Гурьевскаяобл.
9251;Миялы, Гурьевская обл., Казахстан;Миялы, Гурьевская обл.;Гурьевскаяобл.
4613;Агадырь, Джезказганская обл., Казахстан;Агадырь, Джезказганская обл.;Джезказганскаяобл.
4670;Акжал, Джезказганская обл., Казахстан;Акжал, Джезказганская обл.;Джезказганскаяобл.
4689;Актас, Джезказганская обл., Казахстан;Актас, Джезказганская обл.;Джезказганскаяобл.
4974;Атасу, Джезказганская обл., Казахстан;Атасу, Джезказганская обл.;Джезказганскаяобл.
6283;Восточно-Коунрадский, Джезказганская обл., Казахст;Восточно-Коунрадский, Джезказганская обл.;Джезказганскаяобл.
6706;Гульшад, Джезказганская обл., Казахстан;Гульшад, Джезказганская обл.;Джезказганскаяобл.
6783;Дарьинский, Джезказганская обл., Казахстан;Дарьинский, Джезказганская обл.;Джезказганскаяобл.
6872;Джамбул, Джезказганская обл., Казахстан;Джамбул, Джезказганская обл.;Джезказганскаяобл.
6882;Джезды, Джезказганская обл., Казахстан;Джезды, Джезказганская обл.;Джезказганскаяобл.
6883;Джезказган, Джезказганская обл., Казахстан;Джезказган, Джезказганская обл.;Джезказганскаяобл.
7139;Жарык, Джезказганская обл., Казахстан;Жарык, Джезказганская обл.;Джезказганскаяобл.
7541;Кайракты, Джезказганская обл., Казахстан;Кайракты, Джезказганская обл.;Джезказганскаяобл.
9525;Никольский, Джезказганская обл., Казахстан;Никольский, Джезказганская обл.;Джезказганскаяобл.
10970;Сарышаган, Джезказганская обл., Казахстан;Сарышаган, Джезказганская обл.;Джезказганскаяобл.
11863;Улытау, Джезказганская обл., Казахстан;Улытау, Джезказганская обл.;Джезказганскаяобл.
15483;Айша-Биби, Жамбылская обл, Казахстан;Айша-Биби, Жамбылская обл;Жамбылская обл.
5070;Байкадам, Жамбылская обл, Казахстан;Байкадам, Жамбылская обл;Жамбылская обл.
5649;Брлик, Жамбылская обл, Казахстан;Брлик, Жамбылская обл;Жамбылская обл.
5723;Бурное, Жамбылская обл, Казахстан;Бурное, Жамбылская обл;Жамбылская обл.
6445;Георгиевка, Жамбылская обл, Казахстан;Георгиевка, Жамбылская обл;Жамбылская обл.
6610;Гранитогорск, Жамбылская обл, Казахстан;Гранитогорск, Жамбылская обл;Жамбылская обл.
6871;Джамбул, Жамбылская обл, Казахстан;Джамбул, Жамбылская обл;Жамбылская обл.
15484;Ерназар, Казахстан;Ерназар;Жамбылская обл.
7136;Жанатас, Жамбылская обл, Казахстан;Жанатас, Жамбылская обл;Жамбылская обл.
7677;Каратау, Жамбылская обл, Казахстан;Каратау, Жамбылская обл;Жамбылская обл.
8062;Коктал, Жамбылская обл, Казахстан;Коктал, Жамбылская обл;Жамбылская обл.
8793;Луговое, Жамбылская обл, Казахстан;Луговое, Жамбылская обл;Жамбылская обл.
9123;Мерке, Жамбылская обл, Казахстан;Мерке, Жамбылская обл;Жамбылская обл.
9244;Михайловка, Жамбылская обл, Казахстан;Михайловка, Жамбылская обл;Жамбылская обл.
9564;Новотроицкое, Жамбылская обл, Казахстан;Новотроицкое, Жамбылская обл;Жамбылская обл.
9826;Ойтал, Жамбылская обл, Казахстан;Ойтал, Жамбылская обл;Жамбылская обл.
9989;Отар, Жамбылская обл, Казахстан;Отар, Жамбылская обл;Жамбылская обл.
15485;Степное, Жамбылская обл, Казахстан;Степное, Жамбылская обл;Жамбылская обл.
11518;Тараз, Жамбылская обл, Казахстан;Тараз, Жамбылская обл;Жамбылская обл.
15486;Татты, Жамбылская обл, Казахстан;Татты, Жамбылская обл;Жамбылская обл.
14202;Толе Би, Жамбылская обл, Казахстан;Толе Би, Жамбылская обл;Жамбылская обл.
12138;Фурмановка, Жамбылская обл, Казахстан;Фурмановка, Жамбылская обл;Жамбылская обл.
12589;Чиганак, Жамбылская обл, Казахстан;Чиганак, Жамбылская обл;Жамбылская обл.
12644;Чу, Жамбылская обл, Казахстан;Чу, Жамбылская обл;Жамбылская обл.
4691;Актау, Западно-Казахстанская обл, Казахстан;Актау, Западно-Казахстанская обл;Западно-Казахстанскаяобл.
15488;Жангала, Западно-Казахстанская обл, Казахстан;Жангала, Западно-Казахстанская обл;Западно-Казахстанскаяобл.
15489;Казталовка, Западно-Казахстанская обл, Казахстан;Казталовка, Западно-Казахстанская обл;Западно-Казахстанскаяобл.
15490;Тайпак, Казахстан;Тайпак;Западно-Казахстанскаяобл.
15491;Трекино, Западно-Казахстанская обл, Казахстан;Трекино, Западно-Казахстанская обл;Западно-Казахстанскаяобл.
11884;Уральска, Западно-Казахстанская обл., Казахстан;Уральска, Западно-Казахстанская обл.;Западно-Казахстанскаяобл.
15492;Федоровка, Западно-Казахстанская обл, Казахстан;Федоровка, Западно-Казахстанская обл;Западно-Казахстанскаяобл.
13982;Айтеке-Би, Казахстан;Айтеке-Би;Казахстан
4660;Ак-Коль, Казахстан, Казахстан;Ак-Коль, Казахстан;Казахстан
4693;Актобе, Казахстан, Казахстан;Актобе, Казахстан;Казахстан
4699;Акший, Казахстан, Казахстан;Акший, Казахстан;Казахстан
4950;Аршалы, Казахстан, Казахстан;Аршалы, Казахстан;Казахстан
4975;Атбасар, Казахстан, Казахстан;Атбасар, Казахстан;Казахстан
4994;Атырау (Гурьев), Атырауская обл.;Атырау (Гурьев), Атырауская обл.;Казахстан
5071;Байконур, Казахстан, Казахстан;Байконур, Казахстан;Казахстан
5110;Балкашино, Казахстан, Казахстан;Балкашино, Казахстан;Казахстан
7144;Жезказган, Казахстан, Казахстан;Жезказган, Казахстан;Казахстан
8064;Кокшетау, Казахстан, Казахстан;Кокшетау, Казахстан;Казахстан
8199;Костанай, Казахстан, Казахстан;Костанай, Казахстан;Казахстан
8376;Курчатов, Казахстан, Казахстан;Курчатов, Казахстан;Казахстан
8402;Кызылорда, Казахстан, Казахстан;Кызылорда, Казахстан;Казахстан
9066;Махамбет, Казахстан, Казахстан;Махамбет, Казахстан;Казахстан
11883;Уральск, Казахстан, Казахстан;Уральск, Казахстан;Казахстан
12787;Шымкент, Казахстан;Шымкент, Казахстан;Казахстан
4582;Абай, Карагандинская обл, Казахстан;Абай, Карагандинская обл;Карагандинскаяобл.
4690;Актас, Карагандинская обл., Казахстан;Актас, Карагандинская обл.;Карагандинскаяобл.
5125;Балхаш, Карагандинская обл, Казахстан;Балхаш, Карагандинская обл;Карагандинскаяобл.
7082;Егиндыбулак, Карагандинская обл., Казахстан;Егиндыбулак, Карагандинская обл.;Карагандинскаяобл.
7668;Карагайлы, Карагандинская обл., Казахстан;Карагайлы, Карагандинская обл.;Карагандинскаяобл.
7669;Караганда, Карагандинская обл., Казахстан;Караганда, Карагандинская обл.;Карагандинскаяобл.
7672;Каражал, Карагандинская обл, Казахстан;Каражал, Карагандинская обл;Карагандинскаяобл.
7691;Каркаралинск, Карагандинская обл., Казахстан;Каркаралинск, Карагандинская обл.;Карагандинскаяобл.
7871;Киевка, Карагандинская обл., Казахстан;Киевка, Карагандинская обл.;Карагандинскаяобл.
9966;Осакаровка, Карагандинская обл., Казахстан;Осакаровка, Карагандинская обл.;Карагандинскаяобл.
10953;Сарань, Карагандинская обл., Казахстан;Сарань, Карагандинская обл.;Карагандинскаяобл.
11584;Темиртау, Карагандинская обл., Казахстан;Темиртау, Карагандинская обл.;Карагандинскаяобл.
11654;Токаревка, Карагандинская обл., Казахстан;Токаревка, Карагандинская обл.;Карагандинскаяобл.
11686;Топар, Карагандинская обл., Казахстан;Топар, Карагандинская обл.;Карагандинскаяобл.
11867;Ульяновский, Карагандинская обл., Казахстан;Ульяновский, Карагандинская обл.;Карагандинскаяобл.
12704;Шахтинск, Карагандинская обл., Казахстан;Шахтинск, Карагандинская обл.;Карагандинскаяобл.
4900;Аралсульфат, Кзыл-Ординская обл., Казахстан;Аралсульфат, Кзыл-Ординская обл.;Кзыл-Ординскаяобл.
6867;Джалагаш, Кзыл-Ординская обл., Казахстан;Джалагаш, Кзыл-Ординская обл.;Кзыл-Ординскаяобл.
6920;Джусалы, Кзыл-Ординская обл., Казахстан;Джусалы, Кзыл-Ординская обл.;Кзыл-Ординскаяобл.
7518;Казалинск, Кзыл-Ординская обл., Казахстан;Казалинск, Кзыл-Ординская обл.;Кзыл-Ординскаяобл.
7861;Кзыл-Орда, Кзыл-Ординская обл., Казахстан;Кзыл-Орда, Кзыл-Ординская обл.;Кзыл-Ординскаяобл.
9557;Новоказалинск, Кзыл-Ординская обл., Казахстан;Новоказалинск, Кзыл-Ординская обл.;Кзыл-Ординскаяобл.
11534;Тасбугет, Кзыл-Ординская обл., Казахстан;Тасбугет, Кзыл-Ординская обл.;Кзыл-Ординскаяобл.
